surface,x,y,z,normalX,normalY,normalZ,radiusM,hardness,strength
1,0.212158203125,0,14.3931884765625,0,1,0,0.45866325497627258,0.550000011920929,1
1,1.2139892578125,0,14.22344970703125,0,1,0,0.47579112648963928,0.550000011920929,1
1,-0.468505859375,0,14.41748046875,0,1,0,0.5033295750617981,0.550000011920929,1
1,0.5894775390625,0,14.4176025390625,0,1,0,0.47819134593009949,0.550000011920929,1
1,-0.23052978515625,0,14.26544189453125,0,1,0,0.48938637971878052,0.550000011920929,1
1,0.5181884765625,0,14.26263427734375,0,1,0,0.45316740870475769,0.550000011920929,1
1,0.2152099609375,0,14.72216796875,0,1,0,0.46415042877197266,0.550000011920929,1
1,1.24176025390625,0,14.55230712890625,0,1,0,0.46723553538322449,0.550000011920929,1
1,-0.48199462890625,0,14.7470703125,0,1,0,0.461771696805954,0.550000011920929,1
1,0.60174560546875,0,14.74713134765625,0,1,0,0.53422439098358154,0.550000011920929,1
1,-0.23834228515625,0,14.59527587890625,0,1,0,0.49690410494804382,0.550000011920929,1
1,0.52880859375,0,14.59246826171875,0,1,0,0.47918352484703064,0.550000011920929,1
1,0.21820068359375,0,15.05108642578125,0,1,0,0.45765575766563416,0.550000011920929,1
1,1.26953125,0,14.881103515625,0,1,0,0.52299118041992188,0.550000011920929,1
1,-0.49554443359375,0,15.07659912109375,0,1,0,0.48447886109352112,0.550000011920929,1
1,0.4327392578125,0,14.89984130859375,0,1,0,0.54980611801147461,0.550000011920929,1
1,0.61395263671875,0,15.07666015625,0,1,0,0.52107423543930054,0.550000011920929,1
1,-0.2462158203125,0,14.9251708984375,0,1,0,0.47861036658287048,0.550000011920929,1
1,0.5394287109375,0,14.9222412109375,0,1,0,0.49585002660751343,0.550000011920929,1
1,0.22125244140625,0,15.38006591796875,0,1,0,0.49228298664093018,0.550000011920929,1
1,-0.4661865234375,0,15.21966552734375,0,1,0,0.48262694478034973,0.550000011920929,1
1,1.29730224609375,0,15.2099609375,0,1,0,0.49799761176109314,0.550000011920929,1
1,-0.50909423828125,0,15.4061279296875,0,1,0,0.50800758600234985,0.550000011920929,1
1,0.44085693359375,0,15.2291259765625,0,1,0,0.51348876953125,0.550000011920929,1
1,0.62615966796875,0,15.40625,0,1,0,0.51364856958389282,0.550000011920929,1
1,-0.2540283203125,0,15.2550048828125,0,1,0,0.52579647302627563,0.550000011920929,1
1,0.550048828125,0,15.25201416015625,0,1,0,0.54950517416000366,0.550000011920929,1
1,0.22314453125,0,15.580810546875,0,1,0,0.95535361766815186,0.550000011920929,1
1,-0.4788818359375,0,15.5487060546875,0,1,0,0.49389082193374634,0.550000011920929,1
1,1.3250732421875,0,15.53875732421875,0,1,0,0.45291605591773987,0.550000011920929,1
1,-0.52264404296875,0,15.7357177734375,0,1,0,0.51078593730926514,0.550000011920929,1
1,0.448974609375,0,15.55841064453125,0,1,0,0.54990148544311523,0.550000011920929,1
1,0.638427734375,0,15.73577880859375,0,1,0,0.45267066359519958,0.550000011920929,1
1,-0.26190185546875,0,15.5848388671875,0,1,0,0.4759000837802887,0.550000011920929,1
1,0.5606689453125,0,15.58184814453125,0,1,0,0.50004380941390991,0.550000011920929,1
1,-0.4915771484375,0,15.87774658203125,0,1,0,0.53624546527862549,0.550000011920929,1
1,1.35284423828125,0,15.86761474609375,0,1,0,0.47766456007957458,0.550000011920929,1
1,-0.53619384765625,0,16.06524658203125,0,1,0,0.53336191177368164,0.550000011920929,1
1,0.45709228515625,0,15.8876953125,0,1,0,0.46630376577377319,0.550000011920929,1
1,0.650634765625,0,16.0653076171875,0,1,0,0.45922607183456421,0.550000011920929,1
1,-0.26971435546875,0,15.91473388671875,0,1,0,0.47031417489051819,0.550000011920929,1
1,0.5712890625,0,15.91162109375,0,1,0,0.53744447231292725,0.550000011920929,1
1,-0.5042724609375,0,16.206787109375,0,1,0,0.46452200412750244,0.550000011920929,1
1,1.380615234375,0,16.1964111328125,0,1,0,0.53503501415252686,0.550000011920929,1
1,-0.54974365234375,0,16.394775390625,0,1,0,0.47629931569099426,0.550000011920929,1
1,0.46514892578125,0,16.2169189453125,0,1,0,0.54203265905380249,0.550000011920929,1
1,0.662841796875,0,16.3948974609375,0,1,0,0.52342367172241211,0.550000011920929,1
1,-0.27752685546875,0,16.24456787109375,0,1,0,0.542925238609314,0.550000011920929,1
1,0.5819091796875,0,16.24139404296875,0,1,0,0.47441205382347107,0.550000011920929,1
1,-0.51702880859375,0,16.53582763671875,0,1,0,0.522652268409729,0.550000011920929,1
1,1.40838623046875,0,16.5252685546875,0,1,0,0.53957080841064453,0.550000011920929,1
1,-0.563232421875,0,16.724365234375,0,1,0,0.47502344846725464,0.550000011920929,1
1,0.4732666015625,0,16.54620361328125,0,1,0,0.52986752986907959,0.550000011920929,1
1,0.6749267578125,0,16.71893310546875,0,1,0,1.0857794284820557,0.550000011920929,1
1,-0.285400390625,0,16.574462890625,0,1,0,0.53771126270294189,0.550000011920929,1
1,0.592529296875,0,16.57122802734375,0,1,0,0.51030898094177246,0.550000011920929,1
1,-0.52972412109375,0,16.8648681640625,0,1,0,0.5218195915222168,0.550000011920929,1
1,1.4361572265625,0,16.85406494140625,0,1,0,0.49370843172073364,0.550000011920929,1
1,-0.56787109375,0,16.837158203125,0,1,0,1.0907337665557861,0.550000011920929,1
1,0.48138427734375,0,16.87548828125,0,1,0,0.45237618684768677,0.550000011920929,1
1,-0.293212890625,0,16.904296875,0,1,0,0.49160310626029968,0.550000011920929,1
1,0.6031494140625,0,16.9010009765625,0,1,0,0.47365698218345642,0.550000011920929,1
1,-0.54241943359375,0,17.1939697265625,0,1,0,0.5062098503112793,0.550000011920929,1
1,1.46392822265625,0,17.18292236328125,0,1,0,0.45212414860725403,0.550000011920929,1
1,0.489501953125,0,17.2047119140625,0,1,0,0.49996557831764221,0.550000011920929,1
1,-0.30108642578125,0,17.23419189453125,0,1,0,0.46058368682861328,0.550000011920929,1
1,0.61376953125,0,17.23077392578125,0,1,0,0.45150309801101685,0.550000011920929,1
1,-0.55511474609375,0,17.52301025390625,0,1,0,0.49549323320388794,0.550000011920929,1
1,1.49169921875,0,17.51171875,0,1,0,0.53094613552093506,0.550000011920929,1
1,1.50042724609375,0,17.6151123046875,0,1,0,1.0811935663223267,0.550000011920929,1
1,0.49761962890625,0,17.53399658203125,0,1,0,0.48975864052772522,0.550000011920929,1
1,-0.30889892578125,0,17.56402587890625,0,1,0,0.54126858711242676,0.550000011920929,1
1,0.6243896484375,0,17.56060791015625,0,1,0,0.45164814591407776,0.550000011920929,1
1,-0.56781005859375,0,17.85205078125,0,1,0,0.54875916242599487,0.550000011920929,1
1,0.5057373046875,0,17.86328125,0,1,0,0.469498872756958,0.550000011920929,1
1,-0.3167724609375,0,17.8939208984375,0,1,0,0.4797767698764801,0.550000011920929,1
1,0.635009765625,0,17.890380859375,0,1,0,0.45927202701568604,0.550000011920929,1
1,-0.58056640625,0,18.18109130859375,0,1,0,0.4562358558177948,0.550000011920929,1
1,0.51385498046875,0,18.19256591796875,0,1,0,0.49640846252441406,0.550000011920929,1
1,-0.3245849609375,0,18.2237548828125,0,1,0,0.50927531719207764,0.550000011920929,1
1,-0.3255615234375,0,18.26434326171875,0,1,0,1.1528893709182739,0.550000011920929,1
1,0.6451416015625,0,18.20550537109375,0,1,0,1.0479161739349365,0.550000011920929,1
1,-0.59326171875,0,18.5101318359375,0,1,0,0.53700935840606689,0.550000011920929,1
1,0.52197265625,0,18.52178955078125,0,1,0,0.51043039560317993,0.550000011920929,1
1,-0.60595703125,0,18.83917236328125,0,1,0,0.45374426245689392,0.550000011920929,1
1,0.53009033203125,0,18.85107421875,0,1,0,0.46659079194068909,0.550000011920929,1
1,-0.61865234375,0,19.168212890625,0,1,0,0.54366606473922729,0.550000011920929,1
1,0.5382080078125,0,19.18035888671875,0,1,0,0.520357608795166,0.550000011920929,1
1,-0.63140869140625,0,19.497314453125,0,1,0,0.46943134069442749,0.550000011920929,1
1,0.54632568359375,0,19.5096435546875,0,1,0,0.5162203311920166,0.550000011920929,1
1,0.5494384765625,0,19.6358642578125,0,1,0,1.2832890748977661,0.550000011920929,1
1,-0.64056396484375,0,19.73406982421875,0,1,0,1.0809108018875122,0.550000011920929,1
